filename	barcode(s)
unc.edu.1c78c6f8+AC0-4e3c+AC0-40f1+AC0-afb2+AC0-b83a316b4c1a.1781071.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-8474+AC0-01A+AC0-
unc.edu.1c809dd1+AC0-f790+AC0-458d+AC0-9722+AC0-c3262afcd416.1379748.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5509+AC0-01A+AC0-
unc.edu.1c809dd1+AC0-f790+AC0-458d+AC0-9722+AC0-c3262afcd416.1386937.rsem.genes.results	TCGA+AC0-EJ+AC0-5509+AC0-01A+AC0-
unc.edu.1c809dd1+AC0-f790+AC0-458d+AC0-9722+AC0-c3262afcd416.1386938.rsem.isoforms.results	TCGA+AC0-EJ+AC0-5509+AC0-01A+AC0-
unc.edu.1c809dd1+AC0-f790+AC0-458d+AC0-9722+AC0-c3262afcd416.1387000.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-5509+AC0-01A+AC0-
unc.edu.1c809dd1+AC0-f790+AC0-458d+AC0-9722+AC0-c3262afcd416.1387012.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-5509+AC0-01A+AC0-
unc.edu.1c809dd1+AC0-f790+AC0-458d+AC0-9722+AC0-c3262afcd416.1753235.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-5509+AC0-01A+AC0-
unc.edu.1cba2729+AC0-ee83+AC0-44a3+AC0-a21a+AC0-ad5359a2bbe3.2380865.junction+AF8-quantification.txt	TCGA+AC0-VP+AC0-A879+AC0-01A+AC0-
unc.edu.1cba2729+AC0-ee83+AC0-44a3+AC0-a21a+AC0-ad5359a2bbe3.2381356.rsem.genes.results	TCGA+AC0-VP+AC0-A879+AC0-01A+AC0-
unc.edu.1cba2729+AC0-ee83+AC0-44a3+AC0-a21a+AC0-ad5359a2bbe3.2381357.rsem.isoforms.results	TCGA+AC0-VP+AC0-A879+AC0-01A+AC0-
unc.edu.1cba2729+AC0-ee83+AC0-44a3+AC0-a21a+AC0-ad5359a2bbe3.2381367.rsem.genes.normalized+AF8-results	TCGA+AC0-VP+AC0-A879+AC0-01A+AC0-
unc.edu.1cba2729+AC0-ee83+AC0-44a3+AC0-a21a+AC0-ad5359a2bbe3.2381370.rsem.isoforms.normalized+AF8-results	TCGA+AC0-VP+AC0-A879+AC0-01A+AC0-
unc.edu.1cba2729+AC0-ee83+AC0-44a3+AC0-a21a+AC0-ad5359a2bbe3.2381506.bt.exon+AF8-quantification.txt	TCGA+AC0-VP+AC0-A879+AC0-01A+AC0-
unc.edu.1d913abe+AC0-aadd+AC0-498f+AC0-9b1d+AC0-7d3746ae315c.2322784.junction+AF8-quantification.txt	TCGA+AC0-KC+AC0-A7FD+AC0-01A+AC0-
unc.edu.1d913abe+AC0-aadd+AC0-498f+AC0-9b1d+AC0-7d3746ae315c.2323369.rsem.genes.results	TCGA+AC0-KC+AC0-A7FD+AC0-01A+AC0-
unc.edu.1d913abe+AC0-aadd+AC0-498f+AC0-9b1d+AC0-7d3746ae315c.2323370.rsem.isoforms.results	TCGA+AC0-KC+AC0-A7FD+AC0-01A+AC0-
unc.edu.1d913abe+AC0-aadd+AC0-498f+AC0-9b1d+AC0-7d3746ae315c.2323421.rsem.isoforms.normalized+AF8-results	TCGA+AC0-KC+AC0-A7FD+AC0-01A+AC0-
unc.edu.1d913abe+AC0-aadd+AC0-498f+AC0-9b1d+AC0-7d3746ae315c.2323424.rsem.genes.normalized+AF8-results	TCGA+AC0-KC+AC0-A7FD+AC0-01A+AC0-
unc.edu.1d913abe+AC0-aadd+AC0-498f+AC0-9b1d+AC0-7d3746ae315c.2323614.bt.exon+AF8-quantification.txt	TCGA+AC0-KC+AC0-A7FD+AC0-01A+AC0-
unc.edu.1dd9dd18+AC0-3137+AC0-4515+AC0-9346+AC0-909e772b6ca8.2391349.junction+AF8-quantification.txt	TCGA+AC0-HC+AC0-A8D0+AC0-01A+AC0-
unc.edu.1dd9dd18+AC0-3137+AC0-4515+AC0-9346+AC0-909e772b6ca8.2391831.rsem.genes.results	TCGA+AC0-HC+AC0-A8D0+AC0-01A+AC0-
unc.edu.1dd9dd18+AC0-3137+AC0-4515+AC0-9346+AC0-909e772b6ca8.2391832.rsem.isoforms.results	TCGA+AC0-HC+AC0-A8D0+AC0-01A+AC0-
unc.edu.1dd9dd18+AC0-3137+AC0-4515+AC0-9346+AC0-909e772b6ca8.2391844.rsem.genes.normalized+AF8-results	TCGA+AC0-HC+AC0-A8D0+AC0-01A+AC0-
unc.edu.1dd9dd18+AC0-3137+AC0-4515+AC0-9346+AC0-909e772b6ca8.2391847.rsem.isoforms.normalized+AF8-results	TCGA+AC0-HC+AC0-A8D0+AC0-01A+AC0-
unc.edu.1dd9dd18+AC0-3137+AC0-4515+AC0-9346+AC0-909e772b6ca8.2391989.bt.exon+AF8-quantification.txt	TCGA+AC0-HC+AC0-A8D0+AC0-01A+AC0-
unc.edu.1eda4d9f+AC0-e9a1+AC0-4ee7+AC0-8c71+AC0-559c8940b751.1897104.junction+AF8-quantification.txt	TCGA+AC0-G9+AC0-6363+AC0-11A+AC0-
unc.edu.1eda4d9f+AC0-e9a1+AC0-4ee7+AC0-8c71+AC0-559c8940b751.1898346.rsem.genes.results	TCGA+AC0-G9+AC0-6363+AC0-11A+AC0-
unc.edu.1eda4d9f+AC0-e9a1+AC0-4ee7+AC0-8c71+AC0-559c8940b751.1898347.rsem.isoforms.results	TCGA+AC0-G9+AC0-6363+AC0-11A+AC0-
unc.edu.1eda4d9f+AC0-e9a1+AC0-4ee7+AC0-8c71+AC0-559c8940b751.1898378.rsem.genes.normalized+AF8-results	TCGA+AC0-G9+AC0-6363+AC0-11A+AC0-
unc.edu.1eda4d9f+AC0-e9a1+AC0-4ee7+AC0-8c71+AC0-559c8940b751.1898379.rsem.isoforms.normalized+AF8-results	TCGA+AC0-G9+AC0-6363+AC0-11A+AC0-
unc.edu.1eda4d9f+AC0-e9a1+AC0-4ee7+AC0-8c71+AC0-559c8940b751.1898854.bt.exon+AF8-quantification.txt	TCGA+AC0-G9+AC0-6363+AC0-11A+AC0-
unc.edu.1f891baf+AC0-2b98+AC0-4c2f+AC0-8f5f+AC0-799018220513.2396640.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-A7NJ+AC0-01A+AC0-
unc.edu.1f891baf+AC0-2b98+AC0-4c2f+AC0-8f5f+AC0-799018220513.2397213.rsem.genes.results	TCGA+AC0-EJ+AC0-A7NJ+AC0-01A+AC0-
unc.edu.1f891baf+AC0-2b98+AC0-4c2f+AC0-8f5f+AC0-799018220513.2397214.rsem.isoforms.results	TCGA+AC0-EJ+AC0-A7NJ+AC0-01A+AC0-
unc.edu.1f891baf+AC0-2b98+AC0-4c2f+AC0-8f5f+AC0-799018220513.2397230.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-A7NJ+AC0-01A+AC0-
unc.edu.1f891baf+AC0-2b98+AC0-4c2f+AC0-8f5f+AC0-799018220513.2397232.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-A7NJ+AC0-01A+AC0-
unc.edu.1f891baf+AC0-2b98+AC0-4c2f+AC0-8f5f+AC0-799018220513.2397266.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-A7NJ+AC0-01A+AC0-
unc.edu.2031e5cb+AC0-18c3+AC0-421e+AC0-b8af+AC0-d5dab73e3a89.1234695.junction+AF8-quantification.txt	TCGA+AC0-CH+AC0-5753+AC0-01A+AC0-
unc.edu.2031e5cb+AC0-18c3+AC0-421e+AC0-b8af+AC0-d5dab73e3a89.1240727.rsem.genes.results	TCGA+AC0-CH+AC0-5753+AC0-01A+AC0-
unc.edu.2031e5cb+AC0-18c3+AC0-421e+AC0-b8af+AC0-d5dab73e3a89.1240728.rsem.isoforms.results	TCGA+AC0-CH+AC0-5753+AC0-01A+AC0-
unc.edu.2031e5cb+AC0-18c3+AC0-421e+AC0-b8af+AC0-d5dab73e3a89.1240932.rsem.genes.normalized+AF8-results	TCGA+AC0-CH+AC0-5753+AC0-01A+AC0-
unc.edu.2031e5cb+AC0-18c3+AC0-421e+AC0-b8af+AC0-d5dab73e3a89.1240949.rsem.isoforms.normalized+AF8-results	TCGA+AC0-CH+AC0-5753+AC0-01A+AC0-
unc.edu.2031e5cb+AC0-18c3+AC0-421e+AC0-b8af+AC0-d5dab73e3a89.1758708.bt.exon+AF8-quantification.txt	TCGA+AC0-CH+AC0-5753+AC0-01A+AC0-
unc.edu.2099f0da+AC0-0318+AC0-4b94+AC0-a418+AC0-d6e6cf65454b.2393907.junction+AF8-quantification.txt	TCGA+AC0-VP+AC0-A876+AC0-01A+AC0-
unc.edu.2099f0da+AC0-0318+AC0-4b94+AC0-a418+AC0-d6e6cf65454b.2394422.rsem.genes.results	TCGA+AC0-VP+AC0-A876+AC0-01A+AC0-
unc.edu.2099f0da+AC0-0318+AC0-4b94+AC0-a418+AC0-d6e6cf65454b.2394423.rsem.isoforms.results	TCGA+AC0-VP+AC0-A876+AC0-01A+AC0-
unc.edu.2099f0da+AC0-0318+AC0-4b94+AC0-a418+AC0-d6e6cf65454b.2394437.rsem.genes.normalized+AF8-results	TCGA+AC0-VP+AC0-A876+AC0-01A+AC0-
unc.edu.2099f0da+AC0-0318+AC0-4b94+AC0-a418+AC0-d6e6cf65454b.2394440.rsem.isoforms.normalized+AF8-results	TCGA+AC0-VP+AC0-A876+AC0-01A+AC0-
unc.edu.2099f0da+AC0-0318+AC0-4b94+AC0-a418+AC0-d6e6cf65454b.2394510.bt.exon+AF8-quantification.txt	TCGA+AC0-VP+AC0-A876+AC0-01A+AC0-
unc.edu.20a779a3+AC0-04ab+AC0-4080+AC0-b11d+AC0-ed7b22fcd2da.2457859.junction+AF8-quantification.txt	TCGA+AC0-2A+AC0-A8VO+AC0-01A+AC0-
unc.edu.20a779a3+AC0-04ab+AC0-4080+AC0-b11d+AC0-ed7b22fcd2da.2462159.rsem.genes.results	TCGA+AC0-2A+AC0-A8VO+AC0-01A+AC0-
unc.edu.20a779a3+AC0-04ab+AC0-4080+AC0-b11d+AC0-ed7b22fcd2da.2462160.rsem.isoforms.results	TCGA+AC0-2A+AC0-A8VO+AC0-01A+AC0-
unc.edu.20a779a3+AC0-04ab+AC0-4080+AC0-b11d+AC0-ed7b22fcd2da.2462178.rsem.genes.normalized+AF8-results	TCGA+AC0-2A+AC0-A8VO+AC0-01A+AC0-
unc.edu.20a779a3+AC0-04ab+AC0-4080+AC0-b11d+AC0-ed7b22fcd2da.2462179.rsem.isoforms.normalized+AF8-results	TCGA+AC0-2A+AC0-A8VO+AC0-01A+AC0-
unc.edu.20a779a3+AC0-04ab+AC0-4080+AC0-b11d+AC0-ed7b22fcd2da.2462388.bt.exon+AF8-quantification.txt	TCGA+AC0-2A+AC0-A8VO+AC0-01A+AC0-
unc.edu.20f7a673+AC0-eb82+AC0-4bfc+AC0-a757+AC0-096b2fc3f98b.2482120.junction+AF8-quantification.txt	TCGA+AC0-YL+AC0-A8SL+AC0-01B+AC0-
unc.edu.20f7a673+AC0-eb82+AC0-4bfc+AC0-a757+AC0-096b2fc3f98b.2484142.rsem.genes.results	TCGA+AC0-YL+AC0-A8SL+AC0-01B+AC0-
unc.edu.20f7a673+AC0-eb82+AC0-4bfc+AC0-a757+AC0-096b2fc3f98b.2484143.rsem.isoforms.results	TCGA+AC0-YL+AC0-A8SL+AC0-01B+AC0-
unc.edu.20f7a673+AC0-eb82+AC0-4bfc+AC0-a757+AC0-096b2fc3f98b.2484163.rsem.genes.normalized+AF8-results	TCGA+AC0-YL+AC0-A8SL+AC0-01B+AC0-
unc.edu.20f7a673+AC0-eb82+AC0-4bfc+AC0-a757+AC0-096b2fc3f98b.2484164.rsem.isoforms.normalized+AF8-results	TCGA+AC0-YL+AC0-A8SL+AC0-01B+AC0-
unc.edu.20f7a673+AC0-eb82+AC0-4bfc+AC0-a757+AC0-096b2fc3f98b.2484641.bt.exon+AF8-quantification.txt	TCGA+AC0-YL+AC0-A8SL+AC0-01B+AC0-
unc.edu.213f0f94+AC0-d682+AC0-462b+AC0-bbb3+AC0-bd8ce9f0ffff.2455612.junction+AF8-quantification.txt	TCGA+AC0-V1+AC0-A8WW+AC0-01A+AC0-
unc.edu.213f0f94+AC0-d682+AC0-462b+AC0-bbb3+AC0-bd8ce9f0ffff.2456461.rsem.genes.results	TCGA+AC0-V1+AC0-A8WW+AC0-01A+AC0-
unc.edu.213f0f94+AC0-d682+AC0-462b+AC0-bbb3+AC0-bd8ce9f0ffff.2456462.rsem.isoforms.results	TCGA+AC0-V1+AC0-A8WW+AC0-01A+AC0-
unc.edu.213f0f94+AC0-d682+AC0-462b+AC0-bbb3+AC0-bd8ce9f0ffff.2456480.rsem.genes.normalized+AF8-results	TCGA+AC0-V1+AC0-A8WW+AC0-01A+AC0-
unc.edu.213f0f94+AC0-d682+AC0-462b+AC0-bbb3+AC0-bd8ce9f0ffff.2456483.rsem.isoforms.normalized+AF8-results	TCGA+AC0-V1+AC0-A8WW+AC0-01A+AC0-
unc.edu.213f0f94+AC0-d682+AC0-462b+AC0-bbb3+AC0-bd8ce9f0ffff.2456663.bt.exon+AF8-quantification.txt	TCGA+AC0-V1+AC0-A8WW+AC0-01A+AC0-
unc.edu.22ec0a34+AC0-74ad+AC0-48d6+AC0-80f4+AC0-b88ef082101d.1279390.junction+AF8-quantification.txt	TCGA+AC0-G9+AC0-6332+AC0-01A+AC0-
unc.edu.22ec0a34+AC0-74ad+AC0-48d6+AC0-80f4+AC0-b88ef082101d.1282132.rsem.genes.results	TCGA+AC0-G9+AC0-6332+AC0-01A+AC0-
unc.edu.22ec0a34+AC0-74ad+AC0-48d6+AC0-80f4+AC0-b88ef082101d.1282133.rsem.isoforms.results	TCGA+AC0-G9+AC0-6332+AC0-01A+AC0-
unc.edu.22ec0a34+AC0-74ad+AC0-48d6+AC0-80f4+AC0-b88ef082101d.1282163.rsem.genes.normalized+AF8-results	TCGA+AC0-G9+AC0-6332+AC0-01A+AC0-
unc.edu.22ec0a34+AC0-74ad+AC0-48d6+AC0-80f4+AC0-b88ef082101d.1282166.rsem.isoforms.normalized+AF8-results	TCGA+AC0-G9+AC0-6332+AC0-01A+AC0-
unc.edu.22ec0a34+AC0-74ad+AC0-48d6+AC0-80f4+AC0-b88ef082101d.1760303.bt.exon+AF8-quantification.txt	TCGA+AC0-G9+AC0-6332+AC0-01A+AC0-
unc.edu.2345f76d+AC0-8250+AC0-4586+AC0-a15a+AC0-633ac5abc070.2386152.junction+AF8-quantification.txt	TCGA+AC0-J4+AC0-A83L+AC0-01A+AC0-
unc.edu.2345f76d+AC0-8250+AC0-4586+AC0-a15a+AC0-633ac5abc070.2386923.rsem.genes.results	TCGA+AC0-J4+AC0-A83L+AC0-01A+AC0-
unc.edu.2345f76d+AC0-8250+AC0-4586+AC0-a15a+AC0-633ac5abc070.2386924.rsem.isoforms.results	TCGA+AC0-J4+AC0-A83L+AC0-01A+AC0-
unc.edu.2345f76d+AC0-8250+AC0-4586+AC0-a15a+AC0-633ac5abc070.2386940.rsem.genes.normalized+AF8-results	TCGA+AC0-J4+AC0-A83L+AC0-01A+AC0-
unc.edu.2345f76d+AC0-8250+AC0-4586+AC0-a15a+AC0-633ac5abc070.2386941.rsem.isoforms.normalized+AF8-results	TCGA+AC0-J4+AC0-A83L+AC0-01A+AC0-
unc.edu.2345f76d+AC0-8250+AC0-4586+AC0-a15a+AC0-633ac5abc070.2387288.bt.exon+AF8-quantification.txt	TCGA+AC0-J4+AC0-A83L+AC0-01A+AC0-
unc.edu.239d5e7e+AC0-5fb5+AC0-4df3+AC0-ae6b+AC0-a5a06ee296ae.2393942.junction+AF8-quantification.txt	TCGA+AC0-KK+AC0-A8I9+AC0-01A+AC0-
unc.edu.239d5e7e+AC0-5fb5+AC0-4df3+AC0-ae6b+AC0-a5a06ee296ae.2394472.rsem.genes.results	TCGA+AC0-KK+AC0-A8I9+AC0-01A+AC0-
unc.edu.239d5e7e+AC0-5fb5+AC0-4df3+AC0-ae6b+AC0-a5a06ee296ae.2394473.rsem.isoforms.results	TCGA+AC0-KK+AC0-A8I9+AC0-01A+AC0-
unc.edu.239d5e7e+AC0-5fb5+AC0-4df3+AC0-ae6b+AC0-a5a06ee296ae.2394487.rsem.genes.normalized+AF8-results	TCGA+AC0-KK+AC0-A8I9+AC0-01A+AC0-
unc.edu.239d5e7e+AC0-5fb5+AC0-4df3+AC0-ae6b+AC0-a5a06ee296ae.2394488.rsem.isoforms.normalized+AF8-results	TCGA+AC0-KK+AC0-A8I9+AC0-01A+AC0-
unc.edu.239d5e7e+AC0-5fb5+AC0-4df3+AC0-ae6b+AC0-a5a06ee296ae.2394518.bt.exon+AF8-quantification.txt	TCGA+AC0-KK+AC0-A8I9+AC0-01A+AC0-
unc.edu.23e9edc6+AC0-a5ab+AC0-4dca+AC0-9243+AC0-a40e69d65615.1363328.junction+AF8-quantification.txt	TCGA+AC0-HC+AC0-7212+AC0-01A+AC0-
unc.edu.23e9edc6+AC0-a5ab+AC0-4dca+AC0-9243+AC0-a40e69d65615.1369874.rsem.genes.results	TCGA+AC0-HC+AC0-7212+AC0-01A+AC0-
unc.edu.23e9edc6+AC0-a5ab+AC0-4dca+AC0-9243+AC0-a40e69d65615.1369875.rsem.isoforms.results	TCGA+AC0-HC+AC0-7212+AC0-01A+AC0-
unc.edu.23e9edc6+AC0-a5ab+AC0-4dca+AC0-9243+AC0-a40e69d65615.1369901.rsem.isoforms.normalized+AF8-results	TCGA+AC0-HC+AC0-7212+AC0-01A+AC0-
unc.edu.23e9edc6+AC0-a5ab+AC0-4dca+AC0-9243+AC0-a40e69d65615.1369907.rsem.genes.normalized+AF8-results	TCGA+AC0-HC+AC0-7212+AC0-01A+AC0-
unc.edu.23e9edc6+AC0-a5ab+AC0-4dca+AC0-9243+AC0-a40e69d65615.1756610.bt.exon+AF8-quantification.txt	TCGA+AC0-HC+AC0-7212+AC0-01A+AC0-
unc.edu.2405edaf+AC0-b4cc+AC0-4292+AC0-92a3+AC0-8b890ffaa70f.2380958.junction+AF8-quantification.txt	TCGA+AC0-VP+AC0-A878+AC0-01A+AC0-
unc.edu.2405edaf+AC0-b4cc+AC0-4292+AC0-92a3+AC0-8b890ffaa70f.2381510.rsem.genes.results	TCGA+AC0-VP+AC0-A878+AC0-01A+AC0-
unc.edu.2405edaf+AC0-b4cc+AC0-4292+AC0-92a3+AC0-8b890ffaa70f.2381511.rsem.isoforms.results	TCGA+AC0-VP+AC0-A878+AC0-01A+AC0-
unc.edu.2405edaf+AC0-b4cc+AC0-4292+AC0-92a3+AC0-8b890ffaa70f.2381525.rsem.genes.normalized+AF8-results	TCGA+AC0-VP+AC0-A878+AC0-01A+AC0-
unc.edu.2405edaf+AC0-b4cc+AC0-4292+AC0-92a3+AC0-8b890ffaa70f.2381526.rsem.isoforms.normalized+AF8-results	TCGA+AC0-VP+AC0-A878+AC0-01A+AC0-
unc.edu.2405edaf+AC0-b4cc+AC0-4292+AC0-92a3+AC0-8b890ffaa70f.2381635.bt.exon+AF8-quantification.txt	TCGA+AC0-VP+AC0-A878+AC0-01A+AC0-
unc.edu.244e1006+AC0-d5b9+AC0-46cb+AC0-8478+AC0-8a4591fdb6be.2400918.junction+AF8-quantification.txt	TCGA+AC0-TK+AC0-A8OK+AC0-01A+AC0-
unc.edu.244e1006+AC0-d5b9+AC0-46cb+AC0-8478+AC0-8a4591fdb6be.2402453.rsem.genes.results	TCGA+AC0-TK+AC0-A8OK+AC0-01A+AC0-
unc.edu.244e1006+AC0-d5b9+AC0-46cb+AC0-8478+AC0-8a4591fdb6be.2402454.rsem.isoforms.results	TCGA+AC0-TK+AC0-A8OK+AC0-01A+AC0-
unc.edu.244e1006+AC0-d5b9+AC0-46cb+AC0-8478+AC0-8a4591fdb6be.2402537.rsem.genes.normalized+AF8-results	TCGA+AC0-TK+AC0-A8OK+AC0-01A+AC0-
unc.edu.244e1006+AC0-d5b9+AC0-46cb+AC0-8478+AC0-8a4591fdb6be.2402540.rsem.isoforms.normalized+AF8-results	TCGA+AC0-TK+AC0-A8OK+AC0-01A+AC0-
unc.edu.244e1006+AC0-d5b9+AC0-46cb+AC0-8478+AC0-8a4591fdb6be.2402652.bt.exon+AF8-quantification.txt	TCGA+AC0-TK+AC0-A8OK+AC0-01A+AC0-
unc.edu.246b4ac3+AC0-ceec+AC0-41c2+AC0-bab9+AC0-ed88baf668ae.2157751.junction+AF8-quantification.txt	TCGA+AC0-KK+AC0-A6E8+AC0-01A+AC0-
unc.edu.246b4ac3+AC0-ceec+AC0-41c2+AC0-bab9+AC0-ed88baf668ae.2158784.rsem.genes.results	TCGA+AC0-KK+AC0-A6E8+AC0-01A+AC0-
unc.edu.246b4ac3+AC0-ceec+AC0-41c2+AC0-bab9+AC0-ed88baf668ae.2158785.rsem.isoforms.results	TCGA+AC0-KK+AC0-A6E8+AC0-01A+AC0-
unc.edu.246b4ac3+AC0-ceec+AC0-41c2+AC0-bab9+AC0-ed88baf668ae.2158824.rsem.isoforms.normalized+AF8-results	TCGA+AC0-KK+AC0-A6E8+AC0-01A+AC0-
unc.edu.246b4ac3+AC0-ceec+AC0-41c2+AC0-bab9+AC0-ed88baf668ae.2158827.rsem.genes.normalized+AF8-results	TCGA+AC0-KK+AC0-A6E8+AC0-01A+AC0-
unc.edu.246b4ac3+AC0-ceec+AC0-41c2+AC0-bab9+AC0-ed88baf668ae.2159056.bt.exon+AF8-quantification.txt	TCGA+AC0-KK+AC0-A6E8+AC0-01A+AC0-
unc.edu.26c39f49+AC0-cf54+AC0-41d6+AC0-8c46+AC0-c089f4a57002.1233929.junction+AF8-quantification.txt	TCGA+AC0-CH+AC0-5739+AC0-01A+AC0-
unc.edu.26c39f49+AC0-cf54+AC0-41d6+AC0-8c46+AC0-c089f4a57002.1247171.rsem.genes.results	TCGA+AC0-CH+AC0-5739+AC0-01A+AC0-
unc.edu.26c39f49+AC0-cf54+AC0-41d6+AC0-8c46+AC0-c089f4a57002.1247172.rsem.isoforms.results	TCGA+AC0-CH+AC0-5739+AC0-01A+AC0-
unc.edu.26c39f49+AC0-cf54+AC0-41d6+AC0-8c46+AC0-c089f4a57002.1247303.rsem.genes.normalized+AF8-results	TCGA+AC0-CH+AC0-5739+AC0-01A+AC0-
unc.edu.26c39f49+AC0-cf54+AC0-41d6+AC0-8c46+AC0-c089f4a57002.1247309.rsem.isoforms.normalized+AF8-results	TCGA+AC0-CH+AC0-5739+AC0-01A+AC0-
unc.edu.26c39f49+AC0-cf54+AC0-41d6+AC0-8c46+AC0-c089f4a57002.1758491.bt.exon+AF8-quantification.txt	TCGA+AC0-CH+AC0-5739+AC0-01A+AC0-
unc.edu.26cd2872+AC0-7067+AC0-4cd7+AC0-bf85+AC0-4f028d9a819d.1361714.junction+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7781+AC0-01A+AC0-
unc.edu.26cd2872+AC0-7067+AC0-4cd7+AC0-bf85+AC0-4f028d9a819d.1366771.rsem.genes.results	TCGA+AC0-EJ+AC0-7781+AC0-01A+AC0-
unc.edu.26cd2872+AC0-7067+AC0-4cd7+AC0-bf85+AC0-4f028d9a819d.1366772.rsem.isoforms.results	TCGA+AC0-EJ+AC0-7781+AC0-01A+AC0-
unc.edu.26cd2872+AC0-7067+AC0-4cd7+AC0-bf85+AC0-4f028d9a819d.1366844.rsem.genes.normalized+AF8-results	TCGA+AC0-EJ+AC0-7781+AC0-01A+AC0-
unc.edu.26cd2872+AC0-7067+AC0-4cd7+AC0-bf85+AC0-4f028d9a819d.1366847.rsem.isoforms.normalized+AF8-results	TCGA+AC0-EJ+AC0-7781+AC0-01A+AC0-
unc.edu.26cd2872+AC0-7067+AC0-4cd7+AC0-bf85+AC0-4f028d9a819d.1756620.bt.exon+AF8-quantification.txt	TCGA+AC0-EJ+AC0-7781+AC0-01A+AC0-
unc.edu.2728c0e3+AC0-f8fe+AC0-4da4+AC0-96ec+AC0-885334df4e0f.1987181.junction+AF8-quantification.txt	TCGA+AC0-HC+AC0-A4ZV+AC0-01A+AC0-
unc.edu.2728c0e3+AC0-f8fe+AC0-4da4+AC0-96ec+AC0-885334df4e0f.1987485.rsem.genes.results	TCGA+AC0-HC+AC0-A4ZV+AC0-01A+AC0-
unc.edu.2728c0e3+AC0-f8fe+AC0-4da4+AC0-96ec+AC0-885334df4e0f.1987486.rsem.isoforms.results	TCGA+AC0-HC+AC0-A4ZV+AC0-01A+AC0-
unc.edu.2728c0e3+AC0-f8fe+AC0-4da4+AC0-96ec+AC0-885334df4e0f.1987502.rsem.genes.normalized+AF8-results	TCGA+AC0-HC+AC0-A4ZV+AC0-01A+AC0-
unc.edu.2728c0e3+AC0-f8fe+AC0-4da4+AC0-96ec+AC0-885334df4e0f.1987503.rsem.isoforms.normalized+AF8-results	TCGA+AC0-HC+AC0-A4ZV+AC0-01A+AC0-
unc.edu.2728c0e3+AC0-f8fe+AC0-4da4+AC0-96ec+AC0-885334df4e0f.1987577.bt.exon+AF8-quantification.txt	TCGA+AC0-HC+AC0-A4ZV+AC0-01A+AC0-
unc.edu.27357b4d+AC0-5d44+AC0-4c5e+AC0-bb80+AC0-0d5f68c3db8e.1362141.junction+AF8-quantification.txt	TCGA+AC0-G9+AC0-6366+AC0-01A+AC0-
unc.edu.27357b4d+AC0-5d44+AC0-4c5e+AC0-bb80+AC0-0d5f68c3db8e.1368220.rsem.genes.results	TCGA+AC0-G9+AC0-6366+AC0-01A+AC0-
unc.edu.27357b4d+AC0-5d44+AC0-4c5e+AC0-bb80+AC0-0d5f68c3db8e.1368221.rsem.isoforms.results	TCGA+AC0-G9+AC0-6366+AC0-01A+AC0-
unc.edu.27357b4d+AC0-5d44+AC0-4c5e+AC0-bb80+AC0-0d5f68c3db8e.1368244.rsem.genes.normalized+AF8-results	TCGA+AC0-G9+AC0-6366+AC0-01A+AC0-
unc.edu.27357b4d+AC0-5d44+AC0-4c5e+AC0-bb80+AC0-0d5f68c3db8e.1368247.rsem.isoforms.normalized+AF8-results	TCGA+AC0-G9+AC0-6366+AC0-01A+AC0-
unc.edu.27357b4d+AC0-5d44+AC0-4c5e+AC0-bb80+AC0-0d5f68c3db8e.1756597.bt.exon+AF8-quantification.txt	TCGA+AC0-G9+AC0-6366+AC0-01A+AC0-
unc.edu.285a1a43+AC0-5494+AC0-49f4+AC0-95bb+AC0-671ebc1a953a.1346849.junction+AF8-quantification.txt	TCGA+AC0-HC+AC0-7819+AC0-01A+AC0-
unc.edu.285a1a43+AC0-5494+AC0-49f4+AC0-95bb+AC0-671ebc1a953a.1352813.rsem.genes.results	TCGA+AC0-HC+AC0-7819+AC0-01A+AC0-
unc.edu.285a1a43+AC0-5494+AC0-49f4+AC0-95bb+AC0-671ebc1a953a.1352814.rsem.isoforms.results	TCGA+AC0-HC+AC0-7819+AC0-01A+AC0-
unc.edu.285a1a43+AC0-5494+AC0-49f4+AC0-95bb+AC0-671ebc1a953a.1352844.rsem.genes.normalized+AF8-results	TCGA+AC0-HC+AC0-7819+AC0-01A+AC0-
unc.edu.285a1a43+AC0-5494+AC0-49f4+AC0-95bb+AC0-671ebc1a953a.1352846.rsem.isoforms.normalized+AF8-results	TCGA+AC0-HC+AC0-7819+AC0-01A+AC0-
unc.edu.285a1a43+AC0-5494+AC0-49f4+AC0-95bb+AC0-671ebc1a953a.1755699.bt.exon+AF8-quantification.txt	TCGA+AC0-HC+AC0-7819+AC0-01A+AC0-
